Handle,LevDistance,LevMatchCount,IntersectionalityScore,DDNADistance,DDNAGrantsDonated,APUScore,SADScore,GrantOwner,IPsSharedRatio,IPsUsedCount,IPsSharedCount,MetaRank_Loki,MetaRank_Thor
picoin1,1,1,4,0,1,0.11,0,0,0.89,9,8,0.2846316046252474,0.3435590104664808
watersmarshelle,6,0,0,0.33,3,0.03,1,0,0,1,0,0.6252492529342083,0.6561187874347965
yog2012,2,0,3,0,5,0.1,0,0,0.36,47,17,0.38765923081329917,0.4380998894338061
wuyufanxin,3,0,4,0.3,6,0,1,0,0.83,23,19,0.399224197354731,0.44871220908542087
mitjamob,3,0,0,0,4,0.08,1,0,0,3,0,0.4400416176168925,0.48616735516167764
fresh0010,3,0,3,0,3,0,1,0,1,1,1,0.38415906356665935,0.43488804324969643
wangyin001,3,0,1,0,3,0.1,1,0,0.5,2,1,0.39011341355011947,0.440351912523826
gritin-vichy,5,0,1,0.29,1,0.13,1,0,1,2,2,0.4650990451233282,0.5091607144068429
sunnybest11,3,0,NA,0.5,5,0.13,0,0,0.7,50,35,0.5739719875738518,0.47352007488655096
jczdubs,3,0,4,0.04,20,0.2,1,0,0.78,36,28,0.5054267376556272,0.5461664733454075
nishiyama56,4,0,4,0.27,4,0.25,1,0,0,1,0,0.7787058990939113,0.7969346709807832
strinceix,3,0,2,0.38,3,0.18,1,0,1,1,1,0.5512911255791262,0.5882528506406735
phyye0814,4,0,4,0.27,15,0,0,0,0.41,51,21,0.5649462131110278,0.6007831206799482
nyssanida,3,0,4,0.04,42,0.13,0,0,0.11,88,10,0.6052018325057242,0.6377227433982485
eunicegina50,4,0,2,0,2,0.1,0,0,1,7,7,0.40616539491459336,0.4550816358370132
rzf416022922,6,0,4,0,13,0.31,0,0,0.62,8,5,0.6407135610228472,0.670309246182753
user1568,2,0,2,0.07,10,0,1,0,1,12,12,0.2785903972708305,0.33801543856793037
udhanmon,2,0,0,0,4,0,1,0,1,1,1,0.26115239402938734,0.3220138648650482
760174070,4,0,4,0,2,0.16,0,0,0.25,4,1,0.586246597316292,0.6203289174687803
mikoton0303,2,0,4,0.24,23,0.21,1,0,0.5,4,2,0.5904785841139717,0.624212300658649
xiaolototo,3,0,4,0,8,0.21,0,0,0.46,41,19,0.5109671291051658,0.5512504833031481
minxus,1,1,3,0.28,24,0.11,1,0,0,1,0,0.6317820360476569,0.6621134422715587
divineashik,4,0,2,0.04,21,0.15,1,0,0,3,0,0.6901889979431436,0.7157092176933043
demetriosburill0,7,0,0,0.33,3,0.06,1,0,0,1,0,0.6371505607844514,0.6670397427809772
goodweather11,3,0,2,0.11,5,0,1,0,0,2,0,0.5221310733168613,0.5614948142420111
827danny,2,0,3,0,17,0.16,1,0,0.95,22,21,0.3889713315234968,0.43930390780271733
mirabbelle,2,0,4,0.12,4,0.1,1,0,0,1,0,0.6322255630482871,0.6625204343962611
kyne008,1,1,3,0,18,0.08,1,0,0,1,0,0.5136781878965178,0.5537382226653914
geoist1,3,0,4,0.2,3,0.03,1,0,0.13,15,2,0.4569030357575164,0.5016398391024467
xasxinus,3,0,3,0.14,4,0,1,0,0,1,0,0.5875457618223046,0.6215210652340544
nxsonia,3,0,1,0,5,0.16,1,0,1,1,1,0.4385539541356121,0.48480223574340503
dsdwes,2,0,2,0.27,10,0.16,1,0,0,1,0,0.6794778208779247,0.7058803578817416
alexanderxia,3,0,1,0.12,3,0.16,1,0,1,3,3,0.3993775837757823,0.4488529605285471
baharchoudhury,4,0,2,0,2,0.03,1,0,0,4,0,0.4908956842974809,0.5328323938598455
evozy00,2,0,4,0.26,13,0,1,0,0,14,0,0.5642735304934053,0.6001658492908162
criminalheaven,4,0,1,0,5,0,0,0,0.2,5,1,0.4331133562612152,0.4798097990137224
95029544,4,0,4,0,16,0.15,1,0,0.67,9,6,0.5199633351012812,0.5595056402325281
grimdaw3,1,1,3,0.11,4,0,1,0,0,2,0,0.4030551618226742,0.4522276035625377
pinionndz,4,0,2,0.42,18,0.2,0,0,0,1,0,0.8821271554950223,0.8918367554587818
orochi1972,3,0,1,0.17,2,0,0,0,1,8,8,0.33829652367232965,0.39280336175495006
jaybuidl,3,0,2,0.76,56,0.1,0,0,0.5,42,21,0.5842729021634877,0.6185178025138547
daoshanlaike,4,0,4,0.34,21,0.11,0,0,0.79,33,26,0.6510699164875619,0.6798125122945538
2174537945,4,0,1,0.25,2,0,1,0,0,1,0,0.5668034824261666,0.6024874002021394
bzyk211,2,0,2,0.27,8,0.16,1,0,0,1,0,0.6659927520295981,0.6935061014902695
xiaomeigi,2,0,4,0.31,9,0.16,1,0,0,1,0,0.7314074405350414,0.7535323524823128
vraakkax,3,0,2,0,3,0.2,1,0,1,1,1,0.45612501547724427,0.5009259070836979
daimon-1,3,0,0,0.17,4,0,1,0,0,8,0,0.4253313054293249,0.47266878302571513
feiniao1696,2,0,1,0,10,0,0,0,0.43,7,3,0.3444393726310576,0.3984402026820781
453683474,4,0,4,0.21,12,0.11,0,0,1,8,8,0.6198493117015359,0.6511636583165449
bujbb,2,0,4,0,1,0,1,0,0.71,7,5,0.2457620071075202,0.3078912381378754
puppalasreekanth,6,0,2,0,10,0.13,0,0,0,5,0,0.7012660847838822,0.7258738460077464
someoneelse7,5,0,2,0,1,0,1,0,0.25,4,1,0.3601642528325667,0.41286976930329733
veness82,3,0,3,0,10,0,1,0,0.89,18,16,0.3141076698754613,0.3706070287539936
yuugiza,3,0,3,0.18,6,0.16,1,0,0,5,0,0.6404030921224061,0.6700243516954614
kali00899,3,0,2,0.11,6,0.21,1,0,0,2,0,0.6327929080032599,0.6630410451557762
vacher,1,1,3,0,10,0,0,0,0.8,35,28,0.24121400732189158,0.3037178730591563
nick2021213,3,0,4,0.38,57,0.11,0,0,0.27,84,23,0.6447108481160266,0.6739772627066333
gosneydanecia63,7,0,0,0.33,3,0.05,1,0,0,1,0,0.6342510030178317,0.6643790317657353
ismailmamaj,4,0,1,0.14,57,0.08,1,0,0,1,0,0.7083311002980871,0.7323568913941515
suchy694,3,0,2,0.08,7,0.15,1,0,0,2,0,0.6215273221872534,0.6527034451883356
test2driv3,3,0,1,0,1,0,0,0,0.5,2,1,0.36393053627958466,0.4163258107622284
sarginsondinesh797,9,0,0,0.4,2,0.05,1,0,0,1,0,0.6317155069975624,0.6620523934528534
molpoo,2,0,4,0.2,8,0.15,0,0,0,2,0,0.7420040397917641,0.7632560726616606
archor618,3,0,2,0,9,0,1,0,0.89,18,16,0.27857930909581474,0.3380052637648128
amin656111,1,1,4,0.12,17,0.13,1,0,0,1,0,0.6247817015543773,0.6556897499033394
lohtrest,3,0,2,0,1,0.16,1,0,0,1,0,0.5489238002132626,0.5860805301750744
mattsu2020,3,0,4,0.2,3,0.04,0,0,0,4,0,0.6717160983668966,0.6987579956994499
chaosun1987,3,0,3,0,19,0.11,1,0,1,8,8,0.4275544845199837,0.4747088310507858
pencha777,3,0,2,0.17,78,0.11,0,0,0.14,14,2,0.6092175998905967,0.6414077179273248
ddsag12,3,0,2,0.11,4,0,1,0,0,8,0,0.4724505051587734,0.5159066088737849
cuteman9969,4,0,2,0.58,8,0,0,0,1,12,12,0.4804413832867938,0.5232392503205063
xiaoyaoguai189,5,0,1,0,8,0.11,1,0,1,1,1,0.49958696548066317,0.5408077437034927
iadreshawncc,5,0,4,0,19,0.15,1,0,1,10,10,0.5141383471596715,0.5541604769947701
soossooc,3,0,1,0.41,35,0.07,1,0,0,1,0,0.702541224910694,0.7270439483662657
aleenn656,3,0,0,0.4,2,0.06,1,0,0,1,0,0.5602928756627494,0.5965130949716123
cuihuabjn5789,6,0,4,0,1,0,0,0,0,14,0,0.5591914502778512,0.5955023978619347
jamalv,1,1,2,0.4,1,0.07,0,0,0.25,4,1,0.3867740248412081,0.4372876009849209
skcjasmine,3,0,1,0,10,0.13,1,0,0,1,0,0.597988974657976,0.631104033970276
alexdxb11,3,0,3,0.28,21,0,1,0,0,1,0,0.6908967931149825,0.7163587092923085
chenggekkkk,4,0,2,0.19,19,0.06,1,0,1,3,3,0.511525233914292,0.5517626150600653
sorbitov,3,0,3,0,1,0,0,0,0.33,3,1,0.41334129217895577,0.46166642925459395
nise8652428,3,0,2,0,2,0,1,0,1,1,1,0.3436096075340453,0.3976787882487807
xyx258,1,4,NA,0,3,0.08,1,0,1,1,1,0.33146620786262493,0.25099034750344246
jemmyxs,2,0,4,0.13,10,0,0,0,0.44,32,14,0.44357320135941025,0.4894080299546204
zhuorong88,3,0,4,0,5,0.29,1,0,0.24,33,8,0.4368389830665087,0.48322853286122247
wenm528,1,1,4,0.21,8,0.1,0,0,0.9,10,9,0.41871536100325807,0.4665978171655712
xyx268,1,4,2,0,3,0.08,1,0,1,1,1,0.2646950659469209,0.3252647144611085
zhiqiuyiye56,6,0,4,0.28,36,0.11,0.04,0,0.62,29,18,0.6682621318494891,0.6955885445283301
qiqi111111,2,0,4,0,1,0,0,0,0.38,16,6,0.315837425177919,0.37219429804033294
caosbad,3,0,4,0.61,15,0.1,0,0,0.63,30,19,0.6121818386781417,0.6441277819607524
xyx248,1,4,2,0,3,0.08,1,0,1,1,1,0.2646950659469209,0.3252647144611085
timchay8,3,0,4,0,1,0,0,0,0.62,8,5,0.36324676548694645,0.4156983645699789
yuzhongmeng,2,0,0,0.29,15,0.11,1,0,1,3,3,0.4140878959633499,0.4623515326645096
ykyone,1,1,2,0.09,15,0.08,1,0,0.88,8,7,0.293893926821741,0.3520583626706823
tp-walle,3,0,0,0,3,0.05,1,0,1,1,1,0.3368901734744981,0.3915128575595396
csjoanna,2,0,3,0.58,11,0.2,1,0,0.07,14,1,0.5693371304172665,0.6048123427145018
cpearls,2,0,3,0,1,0,0,0,0.53,15,8,0.2807396551947176,0.33998765457221736
a255255,3,0,3,0,3,0,1,0,1,1,1,0.38415906356665935,0.43488804324969643
fraxinusexcelsior,9,0,2,0.25,1,0,0,0,0,1,0,0.6861917108499641,0.712041201169424
abhivan732,4,0,2,0.25,2,0.08,1,0,0.5,2,1,0.5128946235287378,0.5530192032450839
walleehe,2,0,4,0.3,5,0.13,0,0,0.44,16,7,0.5394544987498082,0.5773912483126785
engrassa94,4,0,0,0,1,0,1,0,0.17,6,1,0.2708970518390662,0.33095582100486354
cryptoramzarz,3,0,4,0.04,20,0.11,1,0,0,1,0,0.7455005109800653,0.7664645272447311
hjback123321,5,0,2,0.17,8,0.1,1,0,0.75,4,3,0.5174629516352286,0.5572112221295185
scanvisio,3,0,1,0,2,0,1,0,0.86,7,6,0.22159348163151407,0.28571355894263445
dedsic,2,0,0,0.23,23,0.08,1,0,0,1,0,0.6075432854632178,0.6398713226565733
sligroverdukas,7,0,1,0,1,0.11,1,0,1,1,1,0.4415625456232201,0.4875629989893029
ruanaaronmax,5,0,2,0,8,0.11,1,0,0,1,0,0.6609328481640754,0.6888629996676231
martins89,2,0,1,0.21,24,0,0,0,0,1,0,0.6582236374018927,0.6863769561058993
972181899,4,0,4,0,1,0.06,1,0,0.89,9,8,0.35202183631266437,0.40539807221396934
yangbaba6666,4,0,2,0,1,0,1,0,0,1,0,0.48951151044968094,0.5315622392706701
yangbaba1111,3,0,1,0,1,0,1,0,0,1,0,0.42571199943819915,0.47301811793275134
mr-kay-cloud2,6,0,3,0.38,4,0,1,0,0,4,0,0.6300356484826757,0.660510910780543
zzzzzada6,4,0,3,0,3,0,1,0,1,2,2,0.3620862031686308,0.4146334018436743
gourleycailyn25,7,0,0,0.2,2,0.06,1,0,0,1,0,0.6052203127974172,0.6377397014034445
juliebabe,2,0,1,0.5,11,0.33,0,1,0.62,56,35,0.5797674070487528,0.6143834408470863
dilidili112,4,0,3,0.17,3,0,0,0,0,4,0,0.6352175222733716,0.6652659354374826
cc40513,3,0,1,0,10,0.16,0,0,0,5,0,0.6163528405132347,0.6479552037334744
pooriaraoof,4,0,3,0.08,8,0,1,0,0,7,0,0.562963277812377,0.5989635267224246
ellism111,3,0,2,0,9,0,1,0,1,9,9,0.27803044443253494,0.33750161101049364
yangbaba8888,4,0,2,0,1,0,1,0,0,1,0,0.48951151044968094,0.5315622392706701
scanvi,1,1,1,0,2,0,1,0,0.83,6,5,0.08857049399667724,0.16364814174179063
yangbaba5555,4,0,2,0,1,0,1,0,0,1,0,0.48951151044968094,0.5315622392706701
rrparikh,3,0,0,0.16,20,0.11,1,0,0,4,0,0.5971407292692708,0.6303256615317827
yangbaba4444,4,0,2,0,1,0,1,0,0,1,0,0.48951151044968094,0.5315622392706701
yangbaba3333,4,0,NA,0,1,0,1,0,0,1,0,0.5562863484237235,0.4572912639140433
recizk,2,0,1,0.31,6,0.03,1,0,0,2,0,0.5354609077149673,0.5737266233898374
dd124816,2,0,2,0.07,9,0,1,0,1,20,20,0.2597515879190637,0.3207284480711965
xyx238,1,4,2,0,3,0.1,1,0,1,1,1,0.2768273774433256,0.3363976448722384
qdtjgk,3,0,3,0,7,0.21,0,0,1,21,21,0.4496458252097051,0.4949804304620039
vijish58,3,0,2,0,31,0,0,0,0,18,0,0.5627248820495383,0.598744768455397
blairg8,2,0,2,0,9,0,1,0,1,1,1,0.3584123211800775,0.4112621504107229
neodod,1,1,1,0,2,0,1,0,0.88,8,7,0.07629218819589849,0.15238124308961287
gpxl-dev,3,0,3,0.39,8,0.23,0,0,0.29,7,2,0.6458677143760038,0.6750388338318987
dorelia07,3,0,3,0.07,11,0,1,0,1,2,2,0.42982386433987474,0.47679127408884636
yannusgruth13,5,0,1,0,1,0.11,1,0,1,1,1,0.4265731810310894,0.4738083609748818
sedgefussy,4,0,2,0,1,0.1,1,0,0,3,0,0.5052825913804223,0.5460342009048792
juventusiran,4,0,3,0,1,0.08,1,0,0.11,9,1,0.40738324613715704,0.4561991683794252
yangbaba2222,2,0,2,0,7,0,1,0,0,1,0,0.4778522944206151,0.5208634337925561
flashwm,2,0,4,0.26,13,0.16,0,0,0.75,4,3,0.6245451538207079,0.6554726874368314
wartassa,2,0,2,0,1,0.05,1,0,1,1,1,0.3209804903560598,0.376913710886361
darronhanly1,4,0,2,0,10,0.1,1,0,1,3,3,0.42995322638172523,0.4769099801252179
mwe07,2,0,2,0,3,0,1,0,1,8,8,0.19443669298876212,0.26079377030721124
xinniang9066,5,0,1,0,5,0.16,1,0,1,2,2,0.43659134715782355,0.483001295591597
sdfreh,2,0,4,0.25,3,0.18,1,0,1,1,1,0.5481753483996992,0.5853937309646392
65dos,2,0,1,0.33,18,0.08,0,0,0.1,10,1,0.5560923053609478,0.5926585403905767
kardashbekovramil,7,0,0,0,1,0,1,0,1,1,1,0.33077504495330956,0.3859014536402054
satokjshimeki,4,0,NA,0,1,0.03,1,0,1,1,1,0.461330913647141,0.3701576416163014
fremen8,1,1,2,0,64,0.16,0,0,0,1,0,0.6150610681238993,0.6467698391702787
dts007008,4,0,0,0,5,0,1,0,1,1,1,0.3466514635467006,0.4004700759040313
jiakaijun,3,0,3,0.08,8,0,1,0,1,1,1,0.4693439681251929,0.5130559682003487
raviyadav7522,5,0,3,0,15,0.1,0,0,0,14,0,0.6991870519684282,0.7239660704232039
f1pl,2,0,2,0,3,0,1,0,0,1,0,0.44630274044245516,0.49191272732205965
cghj98,2,0,4,0.14,3,0.16,1,0,1,1,1,0.523690809935744,0.5629260698805478
afrochicks,3,0,1,0,1,0,1,0,0,2,0,0.3895238922451152,0.43981095215807575
klaus177117,4,0,2,0,13,0.1,0,0,0,6,0,0.6625997704747771,0.6903926117362963
manifest2022,4,0,2,0.12,4,0,1,0,0,4,0,0.5302587056034093,0.5689529449271823
joanneyuy,1,1,4,0,19,0.16,1,0,0.43,7,3,0.3808714196744881,0.43187121412534
flyingtothemoon123,7,0,1,0,1,0,1,0,0,1,0,0.4962937775009841,0.5377858271775775
sherier33,2,0,2,0,9,0,1,0,0.91,11,10,0.24835294400286814,0.31026875046634517
terrencetepezano,6,0,3,0,10,0.1,1,0,0.67,3,2,0.5217725556580185,0.56116582894121
regitjule,4,0,2,0,1,0,1,0,1,2,2,0.29892795827889346,0.3566777232860544
xseven0908,3,0,1,0,1,0.31,0,0,0.46,26,12,0.3697592202795329,0.4216743656010256
cbfdzf,3,0,4,0.29,3,0.1,1,0,1,1,1,0.5644731176436889,0.6003489957469323
firechiang,3,0,1,0.18,4,0,0,0,0.75,4,3,0.41457207960570447,0.46279583240064304
pevop,2,0,1,0,1,0,0,0,0,2,0,0.4221416070831262,0.46974183132889713
lucas9527996,4,0,4,0.14,14,0.08,1,0,1,4,4,0.5400772845798598,0.5779627330877815
xyx2288,1,1,3,0,3,0.1,1,0,1,1,1,0.3107424087581798,0.36751897600781425
43z708,2,0,4,0.03,26,0.1,0,0,0,9,0,0.6900522437846159,0.7155837284548544
cryptoflx2022,2,0,4,0.24,15,0.15,1,0,0,2,0,0.7097189702042257,0.7336304375843661
cuikunshuo,4,0,4,0.21,21,0.1,0,1,0.33,15,5,0.7363989673213002,0.7581127096857343
xyx2188,1,2,3,0,3,0.1,1,0,1,1,1,0.3063551875102797,0.3634931455742998
sharikar,2,0,3,0,9,0,1,0,0.8,20,16,0.26636568431596125,0.3267977181308208
yr86,2,0,0,0.11,2,0,1,0,0,1,0,0.42692245854408567,0.47412886727308495
fnikbakht,4,0,2,0,4,0,1,0,0.57,7,4,0.32071252612651235,0.37666781981102
krendelyok1337,6,0,2,0.12,5,0,0,0,0.14,7,1,0.541677677840467,0.5794312963377491
mppi2002567,4,0,3,0.57,16,0.11,0,0,0.7,10,7,0.6584287686396842,0.6865651899635742
kiki289,2,0,2,0.1,6,0.08,1,0,1,1,1,0.4426898434164885,0.48859743730625477
pvutrix,3,0,0,0,1,0.1,0,0,0,1,0,0.5345886379470614,0.5729262055445894
get2c,2,0,0,0.38,9,0,1,0,0,8,0,0.4503037235939732,0.4955841354469791
helenahappygirl18,9,0,0,0.05,13,0,1,0,1,2,2,0.42013834346361323,0.46790358356565803
withmichael3,1,1,0,0.06,10,0.13,1,0,0,5,0,0.4020794024212878,0.45133222088819247
mariusz-pk,1,1,2,0,1,0.13,0,0,0,6,0,0.403862750569655,0.4529686683896
webmani777,3,0,3,0.11,4,0,1,0,0.33,3,1,0.4349964979847242,0.481537819743188
axiba69,3,0,4,0.45,8,0.13,1,0,1,1,1,0.6359789102911201,0.6659646052515551
liuliu2216,2,0,2,0.14,24,0,1,0,1,3,3,0.3843641948044508,0.4350762771073713
mchimchi1,3,0,2,0,5,0.15,1,0,0,1,0,0.5959801669509551,0.6292606988054781
stas440,3,0,2,0,1,0,1,0,0,2,0,0.41784124320618277,0.46579570351980354
blmtc,2,0,3,0.29,3,0,1,0,0,1,0,0.5635657353215663,0.599516357691812
leondomjan,3,0,0,0,1,0.08,1,0,0.33,3,1,0.3034260612769512,0.36080530175074443
inextremov,4,0,3,0.11,5,0.23,0,0,0.36,14,5,0.5820737474520298,0.6164997998955387
yjwiil,2,0,4,0.32,29,0.1,0,0,0.73,51,37,0.5614977906811282,0.5976187569103871
kylemao2022,4,0,3,0.37,9,0,1,0,1,2,2,0.5041977982580477,0.5450387659998779
chen-jun54,3,0,3,0,16,0,0,0,0.77,26,20,0.4114821748346476,0.45996045393188306
dimsen7,1,1,2,0.14,3,0,0,0,0.54,13,7,0.2542592452279267,0.31568852892696525
jduty1,2,0,3,0.2,3,0,0,0,0,2,0,0.5873239983219896,0.6213175691717032
luoyeeth,2,0,4,0,1,0,1,0,1,5,5,0.2313769480537481,0.2946911268933613
tgsh1,2,0,4,0.29,3,0.18,1,0,0,4,0,0.6275093926082529,0.658192751470259
zzzzz045a,3,0,3,0.17,3,0,1,0,1,1,1,0.45116120912852486,0.4963709868880704
wrappedmoon,4,0,3,0.53,43,0.18,1,0,0.3,93,28,0.6049893091512556,0.6375277263384953
osamaihsan87,5,0,3,0,2,0.2,1,0,1,2,2,0.47093881729829223,0.5145194440487576
vit2022,2,0,2,0.7,74,0.1,1,0,0.08,12,1,0.5487279091213175,0.5859007753199975
paouostaderw,4,0,NA,0,1,0.08,1,0,0,1,0,0.6106886311093535,0.5072122396098302
alexiyko,2,0,4,0.4,5,0.11,0,0,0,7,0,0.6942398778822325,0.7194264124322528
seanimpactscope,7,0,0,0,1,0.03,1,0,0,1,0,0.5018729775630778,0.5429054489462296
dvsedg,2,0,2,0.14,3,0.15,1,0,1,1,1,0.46592141810366333,0.509915345638062
enshodler,3,0,4,0.2,17,0.08,1,0,1,10,10,0.4914500930482687,0.5333411340157235
xyx218,1,5,3,0,3,0.1,1,0,1,1,1,0.305314747087968,0.3625384098817688
artingvip,3,0,4,0.15,28,0.23,1,0,0,1,0,0.802303383556606,0.8185883478154697
kubikula2020,4,0,4,0.07,22,0.18,0,0,0.44,18,8,0.6510976369251013,0.6798379493023476
cmodec,1,1,1,0,3,0,1,0,0.78,9,7,0.08855755779249219,0.1636362711381535
suevictoria10,5,0,2,0.14,4,0,1,0,0,1,0,0.6144752428772335,0.6462322704055676
svetiprane,4,0,1,0,1,0.08,1,0,1,2,2,0.3250054978867786,0.38060716441803516
kongmao526,3,0,4,0.33,38,0.1,1,0,0,3,0,0.7467220582609676,0.7675854513881823
mormoon007,2,0,4,0.22,5,0.16,1,0,1,2,2,0.4989697237381195,0.5402413463299485
megane-wae,3,0,1,0.08,6,0.1,1,0,0,1,0,0.5977727552451688,0.6309056253094836
cfbrt6,3,0,2,0.29,3,0.15,1,0,1,1,1,0.5350709735602467,0.5733688094802032
yixiao031,3,0,3,0,2,0,1,0,1,1,1,0.37227253994977055,0.42398065430767246
rufinaherdt,5,0,3,0,10,0.08,1,0,1,3,3,0.46659410072128576,0.5105326170271939
god1988g,3,0,0,0.25,2,0,1,0,0,1,0,0.49883112155042253,0.540114161290979
fc368888,2,0,3,0,3,0,1,0,1,1,1,0.3419371411358357,0.3961440887785488
taharj,2,0,2,0,7,0.06,1,0,0.83,6,5,0.30314700887238805,0.3605492358722859
kerkerben,3,0,3,0.14,16,0.08,0,0,0,8,0,0.7071428175422321,0.7312664916600531
solhodler,2,0,4,0.2,17,0.08,1,0,1,13,13,0.44193769554458645,0.48790724649478034
lloio7,2,0,1,0,1,0,1,0,0,1,0,0.3834900770073755,0.4342741634616037
bezdelnick,3,0,3,0,1,0,1,0,0,1,0,0.48269228281499194,0.525304735353371
chenke1024,2,0,4,0.21,9,0.07,1,0,1,2,2,0.479077537759856,0.5219877495370464
sharon19316405,6,0,1,0,2,0,1,0,1,2,2,0.3234494573262344,0.37917930038053765
serste2,2,0,2,0.6,10,0.2,0,1,0.02,46,1,0.6705795604277818,0.6977150783799
singgod,2,0,1,0,1,0,1,0,0,1,0,0.3834900770073755,0.4342741634616037
scanci,1,1,3,0,3,0,0,0,0.46,13,6,0.22897266210449865,0.2924848904173704
shengarrick,2,0,1,0,10,0.1,0,0,0,2,0,0.5751676624463841,0.6101625933538186
cblpneok,4,0,2,0,1,0.16,1,0,0,1,0,0.5844059602636767,0.6186399001512654
brancorca,3,0,0,0,1,0.08,1,0,0.33,3,1,0.3034260612769512,0.36080530175074443
fprayog10,3,0,0,0.14,4,0,0,0,0,1,0,0.5729149148890166,0.6080954125204344
pradith423,3,0,2,0.2,2,0.07,1,0,0,1,0,0.5982902034125707,0.6313804494549697
a13xsc,2,0,0,0,1,0,0,0,0,1,0,0.42583951345088034,0.47313512816860326
joinus888,3,0,1,0,1,0,1,0,0,1,0,0.42571199943819915,0.47301811793275134
majidrabieii,1,1,3,0,9,0.16,1,0,1,1,1,0.38424776896678536,0.4349694416746369
iphone20,3,0,3,0,2,0,1,0,1,1,1,0.37227253994977055,0.42398065430767246
hr-git,1,1,0,0,1,0,0,0,0,1,0,0.32811757900786703,0.3834628924930303
super-belphe,4,0,3,0.19,19,0,1,0,1,1,1,0.574642822162305,0.6096809860062541
wego2022,3,0,1,0,1,0,1,0,0,1,0,0.42571199943819915,0.47301811793275134
brandstoreguide,7,0,3,0,3,0,1,0,1,4,4,0.3625944111901862,0.4150997469865625
0rli-e,2,0,4,0.26,16,0,0,0,0.07,27,2,0.5344906924010888,0.572836328117051
donna3255241,5,0,2,0,2,0,1,0,1,1,1,0.39920202100469954,0.4486918594791857
kamyarrmrr,2,0,4,0,9,0.26,1,0,0.75,4,3,0.4535340785818963,0.49854839475522816
renhuijie,3,0,4,0.53,13,0.1,0,0,0.27,26,7,0.6289619435353168,0.6595256506786593
cdgrf98p,4,0,2,0.29,3,0.15,1,0,1,1,1,0.570553133610661,0.6059281794563942
harolddray420,5,0,1,0.12,12,0.11,1,0,1,1,1,0.5822252858439118,0.6166388555381453
kurdmamad,2,0,4,0.48,32,0.1,1,0,0,17,0,0.6707809956072347,0.6978999206365357
aayu26886,3,0,0,0,4,0,0,0,0.75,8,6,0.28479423119214514,0.34370824091220503
ftxcoin,2,0,1,0,1,0,1,0,0,1,0,0.3834900770073755,0.4342741634616037
popelnyuk,3,0,3,0.24,11,0.16,1,0,0,2,0,0.7154275323081699,0.7388687653893897
hoftel,2,0,1,0,3,0,1,0,1,7,7,0.1706636457549846,0.23897899242316328
platonimac,4,0,0,0,1,0.08,1,0,1,2,2,0.2925152970614488,0.35079329548306576
lanlanhexiaoxiao,7,0,1,0.14,16,0.1,0,0,0.77,13,10,0.5687420650247543,0.6042662949471928
yefeng519,2,0,4,0.27,24,0.1,0,0,0.88,26,23,0.5552366678555655,0.5918733847500051
hyq2020888,4,0,2,0.44,5,0.07,0,0,0,1,0,0.7651136445537656,0.7844620581591746
thehen,2,0,0,0.25,1,0,0,0,0.5,2,1,0.3722189471038611,0.4239314760926043
bobo878787,3,0,4,0,8,0.23,0,0,0.56,32,18,0.5086441564393652,0.5491188620500194
shilingling238,3,0,3,0.25,20,0,1,0,0.8,5,4,0.4747531495037118,0.5180195763211982
keith-ring,1,1,2,0.18,4,0.28,1,0,0,1,0,0.5346902795513725,0.573019474573167
davis49,2,0,2,0,3,0.1,1,0,0,1,0,0.5128299425078126,0.5529598502268981
farewellcrypto,4,0,1,0.07,11,0.08,1,0,0.71,7,5,0.433409040928302,0.48008112709685735
guoli2022,2,0,4,0.22,15,0.16,0,0,0.78,36,28,0.5597865156703633,0.5960484456292438
brain664,3,0,1,0,1,0,1,0,0,1,0,0.42571199943819915,0.47301811793275134
llliiiuuuzzz,6,0,4,0.42,48,0,1,0,0.67,3,2,0.6251309790673736,0.6560102562015425
ihrguh5584,5,0,2,0.17,3,0.15,1,0,1,1,1,0.5690654701293805,0.6045630600381215
cz-binance,2,0,3,0,3,0,1,0,1,1,1,0.3419371411358357,0.3961440887785488
rosuva21,2,0,3,0.21,7,0.18,1,0,0,7,0,0.6060999746820004,0.638546902450771
dswe21,2,0,0,0,1,0,1,0,0,1,0,0.35099987618204564,0.40446029452663423
ba8565,2,0,0,0,4,0,1,0,1,7,7,0.14685918202532908,0.21713538593028225
aslamberry,3,0,1,0,1,0,1,0,0,2,0,0.3895238922451152,0.43981095215807575
ps863873,3,0,1,0.1,6,0.1,1,0,0,2,0,0.56556715091191,0.6013529096545315
hehe1379,3,0,4,0.47,55,0.13,0,0,0.54,13,7,0.6717216424544045,0.6987630831010087
brabusbro24,5,0,3,0.1,5,0,0,0,0,28,0,0.6158280002291556,0.64747359638591
rohlmanchung,5,0,1,0,1,0,1,0,0,2,0,0.44511630571576943,0.49082402338848075
mcrobbienelson,6,0,1,0,1,0,1,0,0,2,0,0.45523611344681464,0.5001102270337736
hai166,2,0,0,0,4,0,1,0,1,8,8,0.14231487829803904,0.21296541245260237
christianvwrightaz,6,0,1,0,2,0,1,0,0,1,0,0.5140330094970219,0.5540638163651533
air206,1,2,3,0.17,3,0,1,0,1,1,1,0.3068301310067878,0.3639289663078353
hollowleesa,4,0,1,0,1,0,1,0,0,3,0,0.4104380383539974,0.45900232663831286
